h3_10_id,cnt_uuid
8a2f5a3617b7fff,1
8a2f5a363baffff,1
8a2f5a34c0f7fff,1
8a2f5a36b457fff,1
8a2f5a36e85ffff,257
8a2f5a34c0c7fff,2
8a2f5a363247fff,2
8a2f5a36ab67fff,2
8a2f5a34514ffff,2
8a2f5a34c197fff,3
8a2f5a36ab47fff,3
8a2f5a363257fff,3
8a2f5a3632e7fff,3
8a2f5a363a77fff,259
8a2f5a36325ffff,4
8a2f5a3630dffff,4
8a2f5a36a82ffff,4
8a2f5a34c737fff,4
8a2f5a34c627fff,4
8a2f5a34c417fff,260
8a2f5a3410d7fff,260
8a2f5a36e397fff,5
8a2f5a34c0dffff,5
8a2f5a36e067fff,5
8a2f5a3630effff,5
8a2f5a36e2a7fff,5
8a2f5a36e057fff,5
8a2f5a363287fff,5
8a2f5a36e76ffff,5
8a2f5a34c0d7fff,5
8a2f5a36321ffff,5
8a2f5a3630cffff,5
8a2f5a34c6a7fff,5
8a2f5a34c6affff,5
8a2f5a36e0e7fff,5
8a2f5a34c09ffff,5
8a2f5a3638c7fff,5
8a2f5a345a07fff,5
8a2f5a3632f7fff,5
8a2f5a34c01ffff,5
8a2f5a34cd6ffff,1029
8a2f5a34c607fff,6
8a2f5a36a297fff,6
8a2f5a34c617fff,6
8a2f5a363607fff,6
8a2f5a3616e7fff,6
8a2f5a363747fff,6
8a2f5a3632b7fff,6
8a2f5a36ed6ffff,6
8a2f5a36aa47fff,6
8a2f5a36ec2ffff,6
8a2f5a36320ffff,6
8a2f5a34c68ffff,6
8a2f5a36e39ffff,6
8a2f5a34e977fff,6
8a2f5a345a17fff,6
8a2f5a3440e7fff,262
8a2f5a341287fff,7
8a2f5a36374ffff,7
8a2f5a34c79ffff,7
8a2f5a344b77fff,7
8a2f5a34534ffff,7
8a2f5a3616effff,7
8a2f5a34c62ffff,7
8a2f5a363627fff,7
8a2f5a36ad9ffff,7
8a2f5a3412a7fff,7
8a2f5a363757fff,7
8a2f5a36e06ffff,7
8a2f5a36a337fff,7
8a2f5a345b67fff,7
8a2f5a36e58ffff,7
8a2f5a3632cffff,7
8a2f5a36160ffff,7
8a2f5a3617a7fff,7
8a2f5a3630c7fff,7
8a2f5a36364ffff,7
8a2f5a36e35ffff,263
8a2f5a3686dffff,8
8a2f5a36ab6ffff,8
8a2f5a36aa67fff,8
8a2f5a363067fff,8
8a2f5a36ad87fff,8
8a2f5a343b57fff,8
8a2f5a34c71ffff,8
8a2f5a34c727fff,8
8a2f5a3632a7fff,8
8a2f5a363a97fff,8
8a2f5a34e867fff,8
8a2f5a36e2b7fff,8
8a2f5a34c497fff,8
8a2f5a36e337fff,8
8a2f5a34c687fff,8
8a2f5a34c61ffff,8
8a2f5a3632effff,8
8a2f5a344b0ffff,8
8a2f5a36ac67fff,264
8a2f5a34414ffff,264
8a2f5a345427fff,264
8a2f5a36e417fff,9
8a2f5a3412b7fff,9
8a2f5a345b77fff,9
8a2f5a3412d7fff,9
8a2f5a36336ffff,9
8a2f5a34145ffff,9
8a2f5a34c797fff,9
8a2f5a36e5b7fff,9
8a2f5a36bd77fff,9
8a2f5a36e4a7fff,9
8a2f5a36bd6ffff,9
8a2f5a36a18ffff,9
8a2f5a34c7affff,9
8a2f5a36aa17fff,9
8a2f5a36e487fff,9
8a2f5a345b8ffff,9
8a2f5a36bc5ffff,9
8a2f5a36339ffff,9
8a2f5a34586ffff,9
8a2f5a363777fff,9
8a2f5a36e9b7fff,9
8a2f5a36a187fff,9
8a2f5a361597fff,265
8a2f5a344017fff,265
8a2f5a36eba7fff,265
8a2f5a345aeffff,10
8a2f5a36a45ffff,10
8a2f5a363237fff,10
8a2f5a34e8f7fff,10
8a2f5a34111ffff,10
8a2f5a3632d7fff,10
8a2f5a34e81ffff,10
8a2f5a341c6ffff,10
8a2f5a36e407fff,10
8a2f5a36b497fff,10
8a2f5a340977fff,10
8a2f5a341ac7fff,10
8a2f5a34c78ffff,10
8a2f5a3614effff,10
8a2f5a341567fff,10
8a2f5a36e5a7fff,10
8a2f5a36362ffff,10
8a2f5a345b47fff,10
8a2f5a36a44ffff,10
8a2f5a34c547fff,10
8a2f5a341557fff,10
8a2f5a36e21ffff,10
8a2f5a36360ffff,10
8a2f5a340377fff,10
8a2f5a341a6ffff,10
8a2f5a36a4effff,10
8a2f5a363197fff,10
8a2f5a345a97fff,10
8a2f5a34c567fff,10
8a2f5a36a747fff,11
8a2f5a34c097fff,11
8a2f5a34c787fff,11
8a2f5a36376ffff,11
8a2f5a36352ffff,11
8a2f5a36e40ffff,11
8a2f5a36ab77fff,11
8a2f5a341a1ffff,11
8a2f5a36ed27fff,11
8a2f5a3458dffff,11
8a2f5a36a06ffff,11
8a2f5a34c80ffff,11
8a2f5a34c81ffff,11
8a2f5a3416cffff,11
8a2f5a3638cffff,11
8a2f5a34e957fff,11
8a2f5a363207fff,11
8a2f5a3616cffff,11
8a2f5a34c867fff,11
8a2f5a36a7b7fff,11
8a2f5a345a0ffff,11
8a2f5a345b27fff,11
8a2f5a3636cffff,11
8a2f5a36a7a7fff,11
8a2f5a34c55ffff,11
8a2f5a341677fff,11
8a2f5a34c477fff,11
8a2f5a34c08ffff,11
8a2f5a345b37fff,11
8a2f5a363937fff,267
8a2f5a361757fff,523
8a2f5a36a85ffff,12
8a2f5a36adaffff,12
8a2f5a36e99ffff,12
8a2f5a36e38ffff,12
8a2f5a36ac5ffff,12
8a2f5a36e59ffff,12
8a2f5a36e587fff,12
8a2f5a341607fff,12
8a2f5a36e307fff,12
8a2f5a345a57fff,12
8a2f5a36a567fff,12
8a2f5a36358ffff,12
8a2f5a34c0e7fff,12
8a2f5a36aa9ffff,12
8a2f5a340a8ffff,12
8a2f5a36ed2ffff,12
8a2f5a345a1ffff,12
8a2f5a363667fff,12
8a2f5a36e0effff,12
8a2f5a34c0affff,12
8a2f5a34e94ffff,12
8a2f5a34c6e7fff,12
8a2f5a345ab7fff,12
8a2f5a3616d7fff,12
8a2f5a34112ffff,12
8a2f5a36b507fff,12
8a2f5a34539ffff,12
8a2f5a343a6ffff,12
8a2f5a36ed57fff,12
8a2f5a341ccffff,12
8a2f5a36e377fff,268
8a2f5a345b6ffff,13
8a2f5a36bd1ffff,13
8a2f5a36161ffff,13
8a2f5a36a0dffff,13
8a2f5a3458cffff,13
8a2f5a36ad97fff,13
8a2f5a344a8ffff,13
8a2f5a36ec27fff,13
8a2f5a36e0f7fff,13
8a2f5a34c757fff,13
8a2f5a36a037fff,13
8a2f5a36a347fff,13
8a2f5a341507fff,13
8a2f5a36e3b7fff,13
8a2f5a363557fff,13
8a2f5a36e597fff,13
8a2f5a341027fff,13
8a2f5a36e167fff,13
8a2f5a36a19ffff,13
8a2f5a34c46ffff,13
8a2f5a36375ffff,13
8a2f5a34520ffff,13
8a2f5a345837fff,13
8a2f5a3412c7fff,13
8a2f5a34569ffff,13
8a2f5a34cc5ffff,13
8a2f5a36aa2ffff,13
8a2f5a36a227fff,13
8a2f5a3452a7fff,13
8a2f5a34525ffff,13
8a2f5a36840ffff,13
8a2f5a34086ffff,13
8a2f5a345aaffff,14
8a2f5a3616dffff,14
8a2f5a34c487fff,14
8a2f5a36e8dffff,14
8a2f5a3635affff,14
8a2f5a3684b7fff,14
8a2f5a36e137fff,14
8a2f5a36385ffff,14
8a2f5a3410affff,14
8a2f5a341c0ffff,14
8a2f5a345a5ffff,14
8a2f5a36e537fff,14
8a2f5a36aa6ffff,14
8a2f5a36e00ffff,14
8a2f5a345387fff,14
8a2f5a3408cffff,14
8a2f5a36b587fff,14
8a2f5a36b537fff,14
8a2f5a36e89ffff,14
8a2f5a3616b7fff,14
8a2f5a363b07fff,14
8a2f5a36e20ffff,14
8a2f5a341197fff,14
8a2f5a3632dffff,14
8a2f5a34119ffff,14
8a2f5a363327fff,14
8a2f5a36a6e7fff,14
8a2f5a34cd07fff,14
8a2f5a36a31ffff,14
8a2f5a34176ffff,14
8a2f5a34cce7fff,14
8a2f5a36e107fff,14
8a2f5a36a447fff,14
8a2f5a3614cffff,14
8a2f5a36aca7fff,14
8a2f5a36a857fff,14
8a2f5a34c60ffff,14
8a2f5a345a87fff,14
8a2f5a34c7b7fff,14
8a2f5a36e077fff,14
8a2f5a363807fff,14
8a2f5a36a417fff,14
8a2f5a3453a7fff,14
8a2f5a363617fff,14
8a2f5a363a37fff,14
8a2f5a36322ffff,14
8a2f5a36859ffff,14
8a2f5a36338ffff,14
8a2f5a3411b7fff,14
8a2f5a343a77fff,270
8a2f5a344067fff,270
8a2f5a34c40ffff,15
8a2f5a36b5a7fff,15
8a2f5a344977fff,15
8a2f5a36e507fff,15
8a2f5a34c657fff,15
8a2f5a36315ffff,15
8a2f5a36e287fff,15
8a2f5a3684affff,15
8a2f5a3456c7fff,15
8a2f5a345b87fff,15
8a2f5a341477fff,15
8a2f5a36bc57fff,15
8a2f5a343b07fff,15
8a2f5a34c4d7fff,15
8a2f5a361787fff,15
8a2f5a36e517fff,15
8a2f5a36a01ffff,15
8a2f5a36a577fff,15
8a2f5a36adb7fff,15
8a2f5a36bd47fff,15
8a2f5a368697fff,15
8a2f5a36e887fff,15
8a2f5a34c087fff,15
8a2f5a344ad7fff,15
8a2f5a34c947fff,15
8a2f5a34ccf7fff,15
8a2f5a34ed27fff,15
8a2f5a34c6f7fff,15
8a2f5a36aa37fff,15
8a2f5a36a457fff,15
8a2f5a36a22ffff,15
8a2f5a345a37fff,15
8a2f5a343baffff,15
8a2f5a345267fff,15
8a2f5a36ec6ffff,15
8a2f5a36ac9ffff,15
8a2f5a36e49ffff,15
8a2f5a36a547fff,15
8a2f5a36a11ffff,15
8a2f5a3614c7fff,15
8a2f5a363697fff,15
8a2f5a36e5affff,15
8a2f5a36e177fff,15
8a2f5a34eb27fff,15
8a2f5a36a51ffff,271
8a2f5a363547fff,271
8a2f5a363c5ffff,527
8a2f5a36e48ffff,16
8a2f5a36b50ffff,16
8a2f5a34c52ffff,16
8a2f5a36372ffff,16
8a2f5a363437fff,16
8a2f5a345957fff,16
8a2f5a36ec77fff,16
8a2f5a340347fff,16
8a2f5a3412f7fff,16
8a2f5a34c50ffff,16
8a2f5a3630d7fff,16
8a2f5a361607fff,16
8a2f5a3634cffff,16
8a2f5a36a74ffff,16
8a2f5a345ac7fff,16
8a2f5a36a307fff,16
8a2f5a341a47fff,16
8a2f5a341657fff,16
8a2f5a36a397fff,16
8a2f5a36300ffff,16
8a2f5a36bc2ffff,16
8a2f5a363b17fff,16
8a2f5a36395ffff,16
8a2f5a363adffff,16
8a2f5a36e4cffff,16
8a2f5a363337fff,16
8a2f5a36ab8ffff,16
8a2f5a341c57fff,16
8a2f5a34e86ffff,16
8a2f5a36e3affff,16
8a2f5a34568ffff,16
8a2f5a34c597fff,16
8a2f5a36e8c7fff,16
8a2f5a345277fff,16
8a2f5a36ab0ffff,16
8a2f5a3452effff,16
8a2f5a341457fff,16
8a2f5a34e857fff,16
8a2f5a341a57fff,16
8a2f5a341007fff,16
8a2f5a340967fff,17
8a2f5a36ada7fff,17
8a2f5a36e12ffff,17
8a2f5a363847fff,17
8a2f5a341c9ffff,17
8a2f5a36386ffff,17
8a2f5a36e70ffff,17
8a2f5a36ec07fff,17
8a2f5a3614dffff,17
8a2f5a36a667fff,17
8a2f5a341d2ffff,17
8a2f5a345c8ffff,17
8a2f5a36b5affff,17
8a2f5a36394ffff,17
8a2f5a36e8e7fff,17
8a2f5a36e047fff,17
8a2f5a36bce7fff,17
8a2f5a34cd97fff,17
8a2f5a36bd67fff,17
8a2f5a36e8f7fff,17
8a2f5a34572ffff,17
8a2f5a36ad5ffff,17
8a2f5a36326ffff,17
8a2f5a3456d7fff,17
8a2f5a36a6a7fff,17
8a2f5a341c4ffff,17
8a2f5a341a37fff,17
8a2f5a363b1ffff,17
8a2f5a3410b7fff,17
8a2f5a36e51ffff,17
8a2f5a36e18ffff,17
8a2f5a363517fff,17
8a2f5a36ec47fff,17
8a2f5a341d77fff,17
8a2f5a36e207fff,17
8a2f5a34538ffff,17
8a2f5a36e427fff,17
8a2f5a341a27fff,17
8a2f5a363587fff,17
8a2f5a345af7fff,17
8a2f5a36e767fff,17
8a2f5a34141ffff,17
8a2f5a36324ffff,17
8a2f5a36381ffff,17
8a2f5a36a41ffff,17
8a2f5a36e627fff,17
8a2f5a36bcf7fff,17
8a2f5a36ec4ffff,17
8a2f5a36314ffff,17
8a2f5a341447fff,17
8a2f5a36e04ffff,17
8a2f5a36e8affff,17
8a2f5a36e4f7fff,17
8a2f5a36ec57fff,17
8a2f5a34380ffff,17
8a2f5a3412effff,17
8a2f5a34549ffff,17
8a2f5a363867fff,17
8a2f5a344927fff,17
8a2f5a36ad17fff,17
8a2f5a36ac4ffff,17
8a2f5a3411affff,17
8a2f5a36a007fff,18
8a2f5a36a25ffff,18
8a2f5a36a56ffff,18
8a2f5a36e437fff,18
8a2f5a34c4b7fff,18
8a2f5a341407fff,18
8a2f5a3633affff,18
8a2f5a3632c7fff,18
8a2f5a36eb97fff,18
8a2f5a36a257fff,18
8a2f5a36a78ffff,18
8a2f5a345347fff,18
8a2f5a36a0a7fff,18
8a2f5a36e127fff,18
8a2f5a345cdffff,18
8a2f5a345b0ffff,18
8a2f5a363cdffff,18
8a2f5a36a36ffff,18
8a2f5a34ed37fff,18
8a2f5a36a1a7fff,18
8a2f5a3636affff,18
