h3_10_id,cnt_uuid
8a2f5a368487fff,19
8a2f5a36a4cffff,19
8a2f5a34538ffff,19
8a2f5a3456d7fff,19
8a2f5a340a4ffff,19
8a2f5a36376ffff,19
8a2f5a3638dffff,19
8a2f5a36a637fff,19
8a2f5a36e207fff,19
8a2f5a36a56ffff,19
8a2f5a341d87fff,19
8a2f5a345b0ffff,19
8a2f5a340b97fff,19
8a2f5a363847fff,19
8a2f5a36a76ffff,19
8a2f5a34572ffff,19
8a2f5a340b4ffff,19
8a2f5a36bc2ffff,19
8a2f5a341507fff,19
8a2f5a36e2e7fff,19
8a2f5a345b8ffff,19
8a2f5a36a227fff,19
8a2f5a34e907fff,19
8a2f5a3453a7fff,19
8a2f5a34586ffff,19
8a2f5a36eb97fff,19
8a2f5a36a22ffff,19
8a2f5a34110ffff,19
8a2f5a3630f7fff,19
8a2f5a363a27fff,19
8a2f5a36a46ffff,19
8a2f5a3453affff,19
8a2f5a36ad5ffff,19
8a2f5a3638b7fff,275
8a2f5a36a4e7fff,20
8a2f5a34c487fff,20
8a2f5a340ad7fff,20
8a2f5a36842ffff,20
8a2f5a36aa8ffff,20
8a2f5a36a74ffff,20
8a2f5a34e82ffff,20
8a2f5a34e86ffff,20
8a2f5a36386ffff,20
8a2f5a343b0ffff,20
8a2f5a363b47fff,20
8a2f5a36ed37fff,20
8a2f5a36aa4ffff,20
8a2f5a345b27fff,20
8a2f5a344b67fff,20
8a2f5a3412e7fff,20
8a2f5a3411a7fff,20
8a2f5a345847fff,20
8a2f5a34c5a7fff,20
8a2f5a36a0e7fff,20
8a2f5a341ac7fff,20
8a2f5a345b87fff,20
8a2f5a3616e7fff,20
8a2f5a36a0dffff,20
8a2f5a36b58ffff,20
8a2f5a36361ffff,20
8a2f5a341da7fff,20
8a2f5a36315ffff,20
8a2f5a341627fff,20
8a2f5a341027fff,20
8a2f5a36ac9ffff,20
8a2f5a363947fff,20
8a2f5a34118ffff,20
8a2f5a36372ffff,20
8a2f5a340adffff,20
8a2f5a341c57fff,20
8a2f5a36a7a7fff,20
8a2f5a363ad7fff,20
8a2f5a36a117fff,20
8a2f5a36a717fff,20
8a2f5a341677fff,20
8a2f5a36ed07fff,20
8a2f5a36e8c7fff,20
8a2f5a345317fff,20
8a2f5a3635affff,20
8a2f5a34c547fff,20
8a2f5a36e4e7fff,20
8a2f5a34559ffff,20
8a2f5a36a38ffff,21
8a2f5a361677fff,21
8a2f5a3633affff,21
8a2f5a34ed27fff,21
8a2f5a345baffff,21
8a2f5a340a0ffff,21
8a2f5a3638effff,21
8a2f5a36b527fff,21
8a2f5a363557fff,21
8a2f5a36e70ffff,21
8a2f5a34119ffff,21
8a2f5a363417fff,21
8a2f5a36339ffff,21
8a2f5a36ecb7fff,21
8a2f5a3412cffff,21
8a2f5a34c677fff,21
8a2f5a34c087fff,21
8a2f5a36e897fff,21
8a2f5a3410dffff,21
8a2f5a36e0cffff,21
8a2f5a36a427fff,21
8a2f5a3634dffff,21
8a2f5a36a44ffff,21
8a2f5a36ea9ffff,21
8a2f5a36a41ffff,21
8a2f5a345217fff,21
8a2f5a345567fff,21
8a2f5a340357fff,21
8a2f5a363437fff,21
8a2f5a36e5affff,21
8a2f5a345867fff,21
8a2f5a36e697fff,21
8a2f5a3616b7fff,21
8a2f5a36165ffff,21
8a2f5a34c587fff,21
8a2f5a3412effff,21
8a2f5a36a4dffff,21
8a2f5a34cce7fff,21
8a2f5a345aaffff,21
8a2f5a34eb27fff,21
8a2f5a341a97fff,21
8a2f5a36a0a7fff,21
8a2f5a36a357fff,21
8a2f5a3410c7fff,21
8a2f5a344977fff,21
8a2f5a345ad7fff,21
8a2f5a363a17fff,21
8a2f5a368597fff,21
8a2f5a343967fff,277
8a2f5a3684e7fff,277
8a2f5a36b55ffff,277
8a2f5a363737fff,22
8a2f5a341d2ffff,22
8a2f5a340b9ffff,22
8a2f5a34530ffff,22
8a2f5a36ac4ffff,22
8a2f5a36e1b7fff,22
8a2f5a345c8ffff,22
8a2f5a363867fff,22
8a2f5a36e317fff,22
8a2f5a363b07fff,22
8a2f5a34111ffff,22
8a2f5a34531ffff,22
8a2f5a3630dffff,22
8a2f5a36179ffff,22
8a2f5a36ac87fff,22
8a2f5a341b1ffff,22
8a2f5a341107fff,22
8a2f5a36366ffff,22
8a2f5a3622cffff,22
8a2f5a341477fff,22
8a2f5a345a87fff,22
8a2f5a34e92ffff,22
8a2f5a36ab77fff,22
8a2f5a3418dffff,22
8a2f5a36b4a7fff,22
8a2f5a341d77fff,22
8a2f5a363adffff,22
8a2f5a3638d7fff,22
8a2f5a36a88ffff,22
8a2f5a345277fff,22
8a2f5a34569ffff,22
8a2f5a3458dffff,22
8a2f5a36a737fff,22
8a2f5a34141ffff,22
8a2f5a3630b7fff,22
8a2f5a36a14ffff,22
8a2f5a36308ffff,22
8a2f5a36e4d7fff,22
8a2f5a36ec07fff,22
8a2f5a341637fff,22
8a2f5a36a447fff,22
8a2f5a36ab4ffff,22
8a2f5a3414effff,22
8a2f5a344927fff,22
8a2f5a3458f7fff,22
8a2f5a345957fff,22
8a2f5a36a71ffff,22
8a2f5a36ec77fff,22
8a2f5a368c5ffff,278
8a2f5a3416b7fff,278
8a2f5a3440cffff,23
8a2f5a36e8affff,23
8a2f5a344a2ffff,23
8a2f5a34594ffff,23
8a2f5a3606c7fff,23
8a2f5a345947fff,23
8a2f5a34c0a7fff,23
8a2f5a34cc77fff,23
8a2f5a36ac97fff,23
8a2f5a36a11ffff,23
8a2f5a34c557fff,23
8a2f5a341437fff,23
8a2f5a36a277fff,23
8a2f5a341447fff,23
8a2f5a34cc5ffff,23
8a2f5a3636cffff,23
8a2f5a344a67fff,23
8a2f5a341c9ffff,23
8a2f5a36e187fff,23
8a2f5a36e507fff,23
8a2f5a340aaffff,23
8a2f5a34e877fff,23
8a2f5a36a6a7fff,23
8a2f5a34c5affff,23
8a2f5a34cd17fff,23
8a2f5a36e4dffff,23
8a2f5a36e757fff,23
8a2f5a3442dffff,23
8a2f5a36e8cffff,23
8a2f5a36a50ffff,23
8a2f5a34158ffff,23
8a2f5a341c27fff,23
8a2f5a36ec5ffff,23
8a2f5a3636f7fff,23
8a2f5a36b40ffff,23
8a2f5a36375ffff,23
8a2f5a34506ffff,23
8a2f5a36a25ffff,23
8a2f5a3634b7fff,23
8a2f5a36e3b7fff,23
8a2f5a36a31ffff,23
8a2f5a3632dffff,23
8a2f5a34165ffff,23
8a2f5a3616effff,23
8a2f5a340967fff,23
8a2f5a345887fff,23
8a2f5a341caffff,23
8a2f5a341427fff,23
8a2f5a345497fff,23
8a2f5a36e2f7fff,23
8a2f5a340b87fff,23
8a2f5a34c477fff,23
8a2f5a36e58ffff,23
8a2f5a36a52ffff,23
8a2f5a3411affff,23
8a2f5a34cd47fff,279
8a2f5a36a8d7fff,24
8a2f5a368cf7fff,24
8a2f5a36bc27fff,24
8a2f5a341af7fff,24
8a2f5a363aa7fff,24
8a2f5a34c49ffff,24
8a2f5a3636affff,24
8a2f5a36a0affff,24
8a2f5a341407fff,24
8a2f5a345807fff,24
8a2f5a34162ffff,24
8a2f5a341b57fff,24
8a2f5a36a197fff,24
8a2f5a345a8ffff,24
8a2f5a36e0e7fff,24
8a2f5a341d8ffff,24
8a2f5a36e797fff,24
8a2f5a344b97fff,24
8a2f5a36e497fff,24
8a2f5a34e84ffff,24
8a2f5a368cd7fff,24
8a2f5a34c757fff,24
8a2f5a345ae7fff,24
8a2f5a341767fff,24
8a2f5a34cd07fff,24
8a2f5a36168ffff,24
8a2f5a345b4ffff,24
8a2f5a34c837fff,24
8a2f5a36e8a7fff,24
8a2f5a3411b7fff,24
8a2f5a34404ffff,24
8a2f5a3622c7fff,24
8a2f5a3632e7fff,24
8a2f5a34591ffff,24
8a2f5a36306ffff,24
8a2f5a3408c7fff,24
8a2f5a344a87fff,24
8a2f5a36aa17fff,24
8a2f5a34cda7fff,24
8a2f5a36a2b7fff,24
8a2f5a341117fff,24
8a2f5a36a397fff,24
8a2f5a340bb7fff,24
8a2f5a36a877fff,24
8a2f5a36a8f7fff,24
8a2f5a3410affff,24
8a2f5a341a27fff,24
8a2f5a36adb7fff,24
8a2f5a34144ffff,24
8a2f5a36acb7fff,24
8a2f5a34500ffff,24
8a2f5a34c817fff,24
8a2f5a341daffff,24
8a2f5a345827fff,24
8a2f5a341567fff,24
8a2f5a3636a7fff,24
8a2f5a36e1affff,24
8a2f5a345a97fff,24
8a2f5a34c19ffff,24
8a2f5a36e1a7fff,24
8a2f5a345d8ffff,24
8a2f5a341337fff,24
