h3_10_id,cnt_uuid
8a2f5a3639a7fff,256
8a2f5a34c0f7fff,2
8a2f5a34c0c7fff,2
8a2f5a36aa77fff,2
8a2f5a36eaf7fff,258
8a2f5a36a82ffff,3
8a2f5a34c627fff,4
8a2f5a363247fff,4
8a2f5a341a87fff,260
8a2f5a345b77fff,5
8a2f5a36ab67fff,5
8a2f5a36aa67fff,5
8a2f5a34c637fff,5
8a2f5a345187fff,261
8a2f5a36e91ffff,773
8a2f5a363067fff,6
8a2f5a363627fff,6
8a2f5a36ab47fff,6
8a2f5a36e397fff,6
8a2f5a36330ffff,262
8a2f5a36aa47fff,7
8a2f5a36e417fff,7
8a2f5a3442b7fff,263
8a2f5a36ab17fff,263
8a2f5a344b2ffff,263
8a2f5a361487fff,263
8a2f5a3685affff,263
8a2f5a36acd7fff,519
8a2f5a36b457fff,8
8a2f5a36e2a7fff,8
8a2f5a344b77fff,8
8a2f5a341c6ffff,8
8a2f5a34c197fff,8
8a2f5a36e337fff,9
8a2f5a34c0e7fff,9
8a2f5a36e89ffff,9
8a2f5a34e867fff,9
8a2f5a3632effff,10
8a2f5a34c497fff,10
8a2f5a34c477fff,10
8a2f5a34c68ffff,10
8a2f5a34c55ffff,10
8a2f5a363a97fff,10
8a2f5a34c0dffff,10
8a2f5a36375ffff,10
8a2f5a341ba7fff,266
8a2f5a36a91ffff,522
8a2f5a36ab77fff,11
8a2f5a3458dffff,11
8a2f5a36e40ffff,11
8a2f5a36aa6ffff,11
8a2f5a36a457fff,11
8a2f5a36160ffff,11
8a2f5a341007fff,11
8a2f5a34c60ffff,11
8a2f5a36ab6ffff,11
8a2f5a34514ffff,11
8a2f5a345267fff,11
8a2f5a3632e7fff,11
8a2f5a344207fff,523
8a2f5a345b67fff,12
8a2f5a36b5a7fff,12
8a2f5a34534ffff,12
8a2f5a34c94ffff,12
8a2f5a3412c7fff,12
8a2f5a36a117fff,12
8a2f5a34c01ffff,12
8a2f5a361297fff,268
8a2f5a344b8ffff,524
8a2f5a36a8a7fff,524
8a2f5a363677fff,13
8a2f5a36a857fff,13
8a2f5a34c7b7fff,13
8a2f5a3632b7fff,13
8a2f5a344b67fff,13
8a2f5a34c0affff,13
8a2f5a36372ffff,13
8a2f5a36bc57fff,13
8a2f5a341287fff,13
8a2f5a363257fff,13
8a2f5a36e76ffff,13
8a2f5a36bce7fff,13
8a2f5a34c81ffff,13
8a2f5a34c0d7fff,13
8a2f5a34538ffff,13
8a2f5a36362ffff,13
8a2f5a3632a7fff,13
8a2f5a363a27fff,13
8a2f5a36ec6ffff,13
8a2f5a36e887fff,13
8a2f5a36a297fff,13
8a2f5a34e977fff,13
8a2f5a36e057fff,13
8a2f5a3450c7fff,269
8a2f5a341b47fff,269
8a2f5a3617b7fff,14
8a2f5a341457fff,14
8a2f5a34c867fff,14
8a2f5a36322ffff,14
8a2f5a36e99ffff,14
8a2f5a36e307fff,14
8a2f5a34c6affff,14
8a2f5a34119ffff,14
8a2f5a345b47fff,14
8a2f5a340377fff,14
8a2f5a345837fff,14
8a2f5a36bc5ffff,14
8a2f5a3638c7fff,14
8a2f5a36314ffff,14
8a2f5a34c4c7fff,270
8a2f5a34134ffff,270
8a2f5a341cb7fff,270
8a2f5a341937fff,526
8a2f5a36ad87fff,15
8a2f5a36358ffff,15
8a2f5a34c7affff,15
8a2f5a36a7b7fff,15
8a2f5a36374ffff,15
8a2f5a36e407fff,15
8a2f5a345a0ffff,15
8a2f5a36364ffff,15
8a2f5a36376ffff,15
8a2f5a34e81ffff,15
8a2f5a363baffff,15
8a2f5a34c547fff,15
8a2f5a36e58ffff,15
8a2f5a36ed27fff,15
8a2f5a34520ffff,15
8a2f5a34140ffff,15
8a2f5a3686dffff,15
